"City","OtherName","Country","Latitude","Longitude","Certainty","year","population"
"Dali","Tali","China","25.606486","100.267638",1,"AD_900",90000
"El Tajin","Tajin, El TajÌn","Mexico","20.4481","97.3782",2,"AD_900",50000
"Ellora","","India","20.026319","75.177641",3,"AD_900",45000
"Herat","","Afghanistan","34.34817","62.19967",1,"AD_900",32000
"Istanbul","Constantinople, Byzantium","Turkey","41.005275","28.976944",1,"AD_900",300000
"Kairouan","Qairwan, Qairawan, Zirids, Kairwan","Tunisia","†35.674444","10.101667",2,"AD_900",100000
"Kanauji","Kannauj, Kanauj","India","27.05519","79.91808",3,"AD_900",80000
"Kush","Kus","Egypt","18.53","31.84",3,"AD_900",40000
"Madurai","","India","9.91735","78.11962",1,"AD_900",50000
"Mansura","Brahmanabad  ","Pakistan","25.590258","68.776944",3,"AD_900",65000
"Manyakheta","Malkhed","India","17.19313","77.157379",3,"AD_900",100000
"Merida","Tiho","Mexico","20.979719","-89.615789",1,"AD_900",40000
"Merida","Emerita","Spain","38.91611","-6.34366",1,"AD_900",40000
"Metz","","France","49.11911","6.17269",1,"AD_900",14000
"Nanning","","China","22.81667","108.31667",1,"AD_900",40000
"Nishapur","","Iran","36.213333","58.795833",1,"AD_900",100000
"Patan","Anhilvada","India","23.8507","72.12963",1,"AD_900",80000
"Preslav","","Bulgaria","43.164542","26.817967",1,"AD_900",40000
"Rayy","Rey, Ray","Iran","35.5833","51.4333",2,"AD_900",100000
"Reggio di Calabria","","Italy","38.1113","15.647292",2,"AD_900",17000
"Rome","","Italy","41.89474","12.4839",1,"AD_900",40000
"Samarkand","Sumarqand","Uzbekistan","39.6576","66.947561",1,"AD_900",80000
"Seville","","Spain","37.388097","-5.982331",1,"AD_900",40000
"Siraf","","Iran","27.666667","52.3425",1,"AD_900",40000
"Suzhou","Soochow","China","31.3","120.6",1,"AD_900",81000
"Tarsus","","Turkey","36.91876","34.8784",1,"AD_900",48000
"Thessaloniki","Salonica, Thessalonica","Greece","40.63935","22.944606",1,"AD_900",50000
"Tollan","Tula","Mexico","20.06369902","-99.3409691",1,"AD_900",50000
"Xian","Sian, Changan, Xi'an","China","34.341485","108.940404",1,"AD_900",500000
"Yangzhou","Yangchow","China","32.4","†119.416667",2,"AD_900",60000
"Astrakhan","Atil, Itil","Russian Federation","46.366681","48.083239",1,"AD_903",40000
"Esfahan","Isfahan","Iran","32.651389","51.679192",1,"AD_903",25000
"Thessaloniki","Salonica, Thessalonica","Greece","40.63935","22.944606",1,"AD_904",50000
"Venice","","Italy","45.440847","12.315514",1,"AD_906",37500
"Pavia","","Italy","45.18446","9.16145",1,"AD_911",22000
"Seville","","Spain","37.388097","-5.982331",1,"AD_915",50000
"Kaesong","Songdo","Dem. People's Republic of Korea","37.97083","126.55444",1,"AD_927",60000
"Liaoyang","","China","41.266667","123.183333",1,"AD_928",40000
"Mecca","","Saudi Arabia","21.42667","39.82611",1,"AD_928",30000
"Preslav","","Bulgaria","43.164542","26.817967",1,"AD_930",60000
"Astrakhan","Atil, Itil","Russian Federation","46.366681","48.083239",1,"AD_932",50000
"Baghdad","Bagdad","Iraq","33.34058","44.40088",1,"AD_932",1100000
"Kazan","","Russian Federation","55.790278","49.134722",2,"AD_932",10000
"Beijing","Peking","China","39.9075","116.39723",1,"AD_936",60000
"Istanbul","Constantinople, Byzantium","Turkey","41.005275","28.976944",1,"AD_944",330000
"Astrakhan","Atil, Itil","Russian Federation","46.366681","48.083239",1,"AD_947",42000
"Laon","","France","49.56667","3.61667",1,"AD_947",28000
"Aleppo","","Syria","36.216667","37.166667",1,"AD_950",42000
"Barcelona","","Spain","41.38879","2.15899",1,"AD_950",2000
"Patan","Anhilvada","India","23.8507","72.12963",1,"AD_950",80000
"Trier","Treves","Germany","49.75565","6.63935",1,"AD_958",20000
"Aleppo","","Syria","36.216667","37.166667",1,"AD_962",40000
"Antioch","","Syria/Turkey","36.20655","36.15722",2,"AD_965",30000
"Balkh","","Afghanistan","36.75635","66.8972",1,"AD_968",30000
"Mansura","Brahmanabad  ","Pakistan","25.590258","68.776944",3,"AD_968",65000
"Qazvin","Kazvin","Iran","36.26877","50.0041",1,"AD_968",25000
"Cairo","Fostat, Fustat","Egypt","30.06263","31.24967",1,"AD_969",100000
"Plovdiv","Philippopolis","Bulgaria","42.15","24.75",1,"AD_970",20000
"Rome","","Italy","41.89474","12.4839",1,"AD_970",35000
"Marseille","","France","43.29695","5.38107",1,"AD_972",6000
"Dongola","Pachoras, Mukarra","Sudan","19.16667","30.48333",1,"AD_975",25000
"Nanjing","Nanking","China","32.05","118.766667",1,"AD_975",100000
"Dzibalchaltun","Dzibilchalt˙n, Dzibilchaltun","Mexico","21.091075","-89.590453",2,"AD_978",65000
"Liege"," LiËge ","Belgium","50.63373","5.56749",1,"AD_978",5000
"Samarkand","Sumarqand","Uzbekistan","39.6576","66.947561",1,"AD_980",80000
"Ghazni","","Afghanistan","33.55391","68.42096",1,"AD_990",60000
"Aleppo","","Syria","36.216667","37.166667",1,"AD_991",40000
"Aleppo","","Syria","36.216667","37.166667",1,"AD_1000",40000
"Al-Hasa","Lahsa, Ahsa, El Hasa, Al Ahsa, Hadjar","Saudi Arabia","25.429444","49.621944",2,"AD_1000",110000
"Almeria","AlmerÌa ","Spain","36.83814","-2.45974",1,"AD_1000",35000
"Amalfi","","Italy","40.634003","14.602683",1,"AD_1000",35000
"Angers","","France","47.46667","-0.55",1,"AD_1000",10000
"Angkor","","Cambodia","13.412417","103.86705",1,"AD_1000",200000
"Ani","","Turkey","40.501381","43.567128",2,"AD_1000",75000
"Antioch","","Syria/Turkey","36.20655","36.15722",2,"AD_1000",30000
"Badajoz","","Spain","38.87789","-6.97061",1,"AD_1000",16000
"Baghdad","Bagdad","Iraq","33.34058","44.40088",1,"AD_1000",125000
"Basra","Basrah","Iraq","30.5","47.816667",2,"AD_1000",50000
"Beijing","Peking","China","39.9075","116.39723",1,"AD_1000",60000
"Bergamo","","Italy","45.69798","9.66895",1,"AD_1000",13000
"Bukhara","Bokhara","Uzbekistan","39.765869","64.422347",1,"AD_1000",75000
"Cairo","Fostat, Fustat","Egypt","30.06263","31.24967",1,"AD_1000",135000
"Cartagena","","Spain","37.625683","-0.996583",1,"AD_1000",33000
"Chengdu","","China","30.66667","104.06667",1,"AD_1000",40000
"Cologne","Koln, Coln","Germany","50.937531","6.960278",1,"AD_1000",21000
"Cordoba","Cordova, CÛrdoba","Spain","38.046133","-4.893564",2,"AD_1000",450000
"Dali","Tali","China","25.606486","100.267638",1,"AD_1000",90000
"Diyarbakir","Diarbekr","Turkey","37.914411","40.230628",1,"AD_1000",40000
"Edessa","Urfa","Turkey","37.15","38.8",1,"AD_1000",35000
"El Tajin","Tajin, El TajÌn","Mexico","20.4481","97.3782",2,"AD_1000",50000
"Elvira","","Spain","36.5025","-4.783611",3,"AD_1000",22000
"Esfahan","Isfahan","Iran","32.651389","51.679192",1,"AD_1000",100000
"Fez","Fes","Morocco","34.033333","-5.01",1,"AD_1000",30000
"Fuzhou","Fuchow, Hokchiu, Fujian province","China","26.076111","119.306389",1,"AD_1000",45000
"Gelibolu","Gallipoli","Turkey","40.333333","26.499992",1,"AD_1000",300000
"Geneva","GenËve ","Switzerland","46.198392","6.142297",1,"AD_1000",1300
"Genova","Genoa","Italy","44.40565","8.946256",1,"AD_1000",15000
"Ghazni","","Afghanistan","33.55391","68.42096",1,"AD_1000",60000
"Granada","","Spain","37.177336","-3.598558",1,"AD_1000",22000
"Guangzhou","Canton","China","23.11667","113.25",1,"AD_1000",40000
"Hangzhou","Hangchow","China","30.25","120.166667",2,"AD_1000",80000
"Istanbul","Constantinople, Byzantium","Turkey","41.005275","28.976944",1,"AD_1000",300000
"Jerez de la Frontera","Xerez","Spain","36.6936","-6.132431",1,"AD_1000",19000
"Jerusalem","","Israel","31.76904","35.21633",1,"AD_1000",60000
"Kaesong","Songdo","Dem. People's Republic of Korea","37.97083","126.55444",1,"AD_1000",60000
"Kaifeng","Bienliang, Pienliang","China","34.7986","114.30742",1,"AD_1000",400000
"Kairouan","Qairwan, Qairawan, Zirids, Kairwan","Tunisia","†35.674444","10.101667",2,"AD_1000",80000
"Kanauji","Kannauj, Kanauj","India","27.05519","79.91808",3,"AD_1000",72000
"Kayseri","Caesarea, Mazaca","Turkey","38.73222","35.48528",2,"AD_1000",40000
"Khajuraho","","India","24.8478","79.93344",3,"AD_1000",40000
"Kherson","Cherson","Ukraine","46.635417","32.616867",1,"AD_1000",25000
"Kiev","","Ukraine","50.45466","30.5238",1,"AD_1000",45000
"Kufa","","Iraq","32.033333","44.4",2,"AD_1000",30000
"Kush","Kus","Egypt","18.53","31.84",3,"AD_1000",45000
"Kyoto","","Japan","35.02107","135.75385",1,"AD_1000",175000
"Laon","","France","49.56667","3.61667",1,"AD_1000",25000
"Liege"," LiËge ","Belgium","50.63373","5.56749",1,"AD_1000",12000
"Lisbon","","Portugal","38.71667","-9.13333",1,"AD_1000",15000
"Luoyang","Honan","China","34.669722","112.442222",2,"AD_1000",50000
"Mainz","","Germany","49.98419","8.2791",1,"AD_1000",25000
"Mansura","Brahmanabad  ","Pakistan","25.590258","68.776944",3,"AD_1000",65000
"Mantova","Mantua","Italy","45.156417","10.791375",1,"AD_1000",12000
"Mecca","","Saudi Arabia","21.42667","39.82611",1,"AD_1000",35000
"Milan","","Italy","45.465453","9.198786",1,"AD_1000",30000
"Murcia","","Spain","37.98704","-1.13004",1,"AD_1000",19000
"Nanjing","Nanking","China","32.05","118.766667",1,"AD_1000",70000
"Nanning","","China","22.81667","108.31667",1,"AD_1000",58000
"Naples","","Italy","40.851775","14.268122",1,"AD_1000",30000
"Nishapur","","Iran","36.213333","58.795833",1,"AD_1000",125000
"Novgorod","","Russian Federation","58.525569","31.274192",1,"AD_1000",18000
"Ohrid","Ochrida","Bulgaria","43.454967","23.380704",3,"AD_1000",40000
"Padua","","Italy","45.406436","11.876761",1,"AD_1000",10000
"Palermo","","Italy","38.115689","13.361267",1,"AD_1000",75000
"Paris","","France","48.856614","2.352222",1,"AD_1000",20000
"Patan","Anhilvada","India","23.8507","72.12963",1,"AD_1000",100000
"Pavia","","Italy","45.18446","9.16145",1,"AD_1000",30000
"Peshawar","Purusapura, Pushkalavati","Pakistan","34.008","71.57849",1,"AD_1000",15000
"Pisa","","Italy","43.71553","10.39659",1,"AD_1000",9000
"Plovdiv","Philippopolis","Bulgaria","42.15","24.75",1,"AD_1000",20000
"Poitiers","","France","46.58333","0.33333",1,"AD_1000",15000
"Prague","","Austria","50.08804","14.42076",1,"AD_1000",15000
"Preslav","","Bulgaria","43.164542","26.817967",1,"AD_1000",20000
"Pyongyang","P'yongyang, Tonggoo","Dem. People's Republic of Korea","39.03385","125.75432",1,"AD_1000",50000
"Rajahmundry","","India","17.00517","81.77784",1,"AD_1000",30000
"Rayy","Rey, Ray","Iran","35.5833","51.4333",2,"AD_1000",100000
"Regensburg","Ratisbon","Germany","49.015","12.09556",1,"AD_1000",15000
"Rome","","Italy","41.89474","12.4839",1,"AD_1000",35000
"Rouen","","France","49.44313","1.09932",1,"AD_1000",20000
"Samarkand","Sumarqand","Uzbekistan","39.6576","66.947561",1,"AD_1000",75000
"Seville","","Spain","37.388097","-5.982331",1,"AD_1000",90000
"Shiraz","","Iran","29.61031","52.53114",1,"AD_1000",52000
"Siraf","","Iran","27.666667","52.3425",1,"AD_1000",50000
"Soba","","Sudan","15.523889","32.680833",3,"AD_1000",30000
"Somnath","","India","20.906002","70.384372",1,"AD_1000",54000
"St. Louis","Missouri","United States of America","38.626978","-90.199403",1,"AD_1000",15000
"Suzhou","Soochow","China","31.3","120.6",1,"AD_1000",78000
"Tabriz","","Iran","38.08","46.2919",1,"AD_1000",20000
"Thessaloniki","Salonica, Thessalonica","Greece","40.63935","22.944606",1,"AD_1000",40000
"Tianshui","Tsinchow, Tienshui","China","34.57952","105.74238",1,"AD_1000",85000
"Tinnis","Tennis","Egypt","31.2","32.233333",3,"AD_1000",83000
"Toledo","","Spain","39.862831","-4.027322",1,"AD_1000",31000
"Trier","Treves","Germany","49.75565","6.63935",1,"AD_1000",20000
"Tsinkiang","Zayton, Chinchiang, Chuanchow","China","24.913889","118.58583",3,"AD_1000",40000
"Tunis","","Tunisia","36.818811","10.165961",1,"AD_1000",15000
"Venice","","Italy","45.440847","12.315514",1,"AD_1000",45000
"Verona","","Italy","45.43419","10.99779",1,"AD_1000",20000
"Yangzhou","Yangchow","China","32.4","†119.416667",2,"AD_1000",50000
"Yinchuan","Chunghsing, Yuwei, Erikhaya, Khotun, Ninghsia","China","38.4667","106.2667",3,"AD_1000",75000
"Ghazni","","Afghanistan","33.55391","68.42096",1,"AD_1001",60000
"Kanauji","Kannauj, Kanauj","India","27.05519","79.91808",3,"AD_1001",72000
"Barcelona","","Spain","41.38879","2.15899",1,"AD_1009",9000
"Kiev","","Ukraine","50.45466","30.5238",1,"AD_1015",48000
"Liege"," LiËge ","Belgium","50.63373","5.56749",1,"AD_1015",17000
"Novgorod","","Russian Federation","58.525569","31.274192",1,"AD_1016",18000
"Ghazni","","Afghanistan","33.55391","68.42096",1,"AD_1018",66000
"Kanauji","Kannauj, Kanauj","India","27.05519","79.91808",3,"AD_1018",60000
"Nishapur","","Iran","36.213333","58.795833",1,"AD_1034",120000
"Diyarbakir","Diarbekr","Turkey","37.914411","40.230628",1,"AD_1042",40000
"Aleppo","","Syria","36.216667","37.166667",1,"AD_1046",35000
"Cairo","Fostat, Fustat","Egypt","30.06263","31.24967",1,"AD_1046",135000
"Cologne","Koln, Coln","Germany","50.937531","6.960278",1,"AD_1050",21000
"Dhar","","India","22.59373","75.29774",1,"AD_1050",95000
"Dublin","","Ireland","53.33306","-6.24889",1,"AD_1050",4500
"Kalaa","","Algeria","35.580556","0.328333",3,"AD_1050",80000
"Kiev","","Ukraine","50.45466","30.5238",1,"AD_1050",40000
"Mecca","","Saudi Arabia","21.42667","39.82611",1,"AD_1050",40000
"Oualata","Walata, Biru","Mauritania","17.3","-7.025",2,"AD_1050",30000
"Samarkand","Sumarqand","Uzbekistan","39.6576","66.947561",1,"AD_1050",40000
"Al-Hasa","Lahsa, Ahsa, El Hasa, Al Ahsa, Hadjar","Saudi Arabia","25.429444","49.621944",2,"AD_1051",110000
"Delhi","","India","28.65381","77.22897",1,"AD_1052",10000
"Kairouan","Qairwan, Qairawan, Zirids, Kairwan","Tunisia","†35.674444","10.101667",2,"AD_1052",48000
"Caen","","France","49.18585","-0.35912",1,"AD_1060",20000
"Palermo","","Italy","38.115689","13.361267",1,"AD_1061",90000
"Guangzhou","Canton","China","23.11667","113.25",1,"AD_1067",40000
"Binh Dinh","Vijaya","Vietnam","14.166256","108.902683",2,"AD_1069",12000
"Fez","Fes","Morocco","34.033333","-5.01",1,"AD_1069",30000
"Kanchipuram","Conjeeveram, Kanchi, K?Òci-pura, Conjevaram","India","12.834173","79.70364",1,"AD_1070",70000
"Edessa","Urfa","Turkey","37.15","38.8",1,"AD_1071",35000
"Valladolid","","Spain","41.65518","-4.72372",1,"AD_1074",6000
"Nanning","","China","22.81667","108.31667",1,"AD_1076",58000
"Changsha","","China","28.196111","112.972222",1,"AD_1077",37000
"Chengdu","","China","30.66667","104.06667",1,"AD_1077",37000
"Fuzhou","Fuchow, Hokchiu, Fujian province","China","26.076111","119.306389",1,"AD_1077",45000
"Guangzhou","Canton","China","23.11667","113.25",1,"AD_1077",40000
"Hangzhou","Hangchow","China","30.25","120.166667",2,"AD_1077",85000
"Luoyang","Honan","China","34.669722","112.442222",2,"AD_1077",40000
"Nanchang","","China","28.68333","115.88333",1,"AD_1077",32000
"Ningbo","Yinhsien, Ningpo","China","29.866667","121.55",2,"AD_1077",25000
"Shaoxing","Shaohing","China","30","120.583333",1,"AD_1077",32000
"Taiyuan","","China","37.87059","112.548879",1,"AD_1077",33000
"Tianshui","Tsinchow, Tienshui","China","34.57952","105.74238",1,"AD_1077",85000
"Tsinkiang","Zayton, Chinchiang, Chuanchow","China","24.913889","118.58583",3,"AD_1077",45000
"Xian","Sian, Changan, Xi'an","China","34.341485","108.940404",1,"AD_1077",45000
"Xiangyang","Siangfan, Siangyang","China","32.017","112.133",3,"AD_1077",60000
"Yangzhou","Yangchow","China","32.4","†119.416667",2,"AD_1077",40000
"Suzhou","Soochow","China","31.3","120.6",1,"AD_1080",75000
"Poitiers","","France","46.58333","0.33333",1,"AD_1083",18000
"Exeter","","United Kingdom","50.7236","-3.52751",1,"AD_1086",1438
"Firuzkoh","Ghor","Afghanistan","34.099578","64.905956",2,"AD_1086",50000
"Norwich","","United Kingdom","52.62783","1.29834",1,"AD_1086",5000
"Oualata","Walata, Biru","Mauritania","17.3","-7.025",2,"AD_1087",25000
"Asyut","","Egypt","27.18096","31.18368",1,"AD_1090",16000
"Dongola","Pachoras, Mukarra","Sudan","19.16667","30.48333",1,"AD_1090",30000
"Fua","Puwa, near Alexandria","Egypt","31.207161","29.960322",3,"AD_1090",12000
"Konya","Konia","Turkey","37.87135","32.48464",1,"AD_1090",50000
"Montpellier","","France","43.61092","3.87723",1,"AD_1090",1000
"Jerusalem","","Israel","31.76904","35.21633",1,"AD_1099",70000
"Angkor","","Cambodia","13.412417","103.86705",1,"AD_1100",125000
"Antioch","","Syria/Turkey","36.20655","36.15722",2,"AD_1100",30000
"Axum","","Ethiopia","14.131781","38.714081",1,"AD_1100",125000
"Bagan","Pagan","Myanmar","21.172111","94.8602",1,"AD_1100",100000
"Baghdad","Bagdad","Iraq","33.34058","44.40088",1,"AD_1100",150000
"Balasaghun","Balasaqun, Gobalik","Kyrgyzstan","42.379739","75.250456",2,"AD_1100",45000
"Barcelona","","Spain","41.38879","2.15899",1,"AD_1100",12000
"Basra","Basrah","Iraq","30.5","47.816667",2,"AD_1100",60000
"Beijing","Peking","China","39.9075","116.39723",1,"AD_1100",50000
"Bejaia","Bougie, BÈjaÔa","Algeria","36.75","5.066667",2,"AD_1100",50000
"Bost","Bust, Lashkar Gah","Afghanistan","31.583056","64.369167",2,"AD_1100",40000
"Bourges","","France","47.08333","2.4",1,"AD_1100",10000
"Brescia","","Italy","45.52478","10.22727",1,"AD_1100",18000
"Bukhara","Bokhara","Uzbekistan","39.765869","64.422347",1,"AD_1100",70000
"Cahokia","Missouri","United States of America","38.57088","-90.19011",1,"AD_1100",40000
"Cairo","Fostat, Fustat","Egypt","30.06263","31.24967",1,"AD_1100",150000
"Changzhou","Changchow, Jiangsu province","China","31.77358","119.95401",1,"AD_1100",90000
"Cholula","","Mexico","19.06333","-98.306389",1,"AD_1100",60000
"Cordoba","Cordova, CÛrdoba","Spain","38.046133","-4.893564",2,"AD_1100",60000
"Dali","Tali","China","25.606486","100.267638",1,"AD_1100",100000
"Dhar","","India","22.59373","75.29774",1,"AD_1100",80000
"Diyarbakir","Diarbekr","Turkey","37.914411","40.230628",1,"AD_1100",42000
"Edessa","Urfa","Turkey","37.15","38.8",1,"AD_1100",41000
"Fez","Fes","Morocco","34.033333","-5.01",1,"AD_1100",125000
"Fuzhou","Fuchow, Hokchiu, Fujian province","China","26.076111","119.306389",1,"AD_1100",45000
"Gent","Ghent","Belgium","51.053469","3.730378",1,"AD_1100",12000
"Ghazni","","Afghanistan","33.55391","68.42096",1,"AD_1100",30000
"Granada","","Spain","37.177336","-3.598558",1,"AD_1100",60000
"Guangzhou","Canton","China","23.11667","113.25",1,"AD_1100",55000
"Hangzhou","Hangchow","China","30.25","120.166667",2,"AD_1100",90000
"Hiraizumi","Iwate","Japan","38.986661","141.113822",2,"AD_1100",50000
"Istanbul","Constantinople, Byzantium","Turkey","41.005275","28.976944",1,"AD_1100",200000
"Kaesong","Songdo","Dem. People's Republic of Korea","37.97083","126.55444",1,"AD_1100",60000
"Kaifeng","Bienliang, Pienliang","China","34.7986","114.30742",1,"AD_1100",442000
"Kalyan","","India","19.2437","73.13554",1,"AD_1100",150000
"Kanauji","Kannauj, Kanauj","India","27.05519","79.91808",3,"AD_1100",80000
"Kanchipuram","Conjeeveram, Kanchi, K?Òci-pura, Conjevaram","India","12.834173","79.70364",1,"AD_1100",70000
"Kerman","","Iran","30.28321","57.07879",1,"AD_1100",100000
"Kiev","","Ukraine","50.45466","30.5238",1,"AD_1100",50000
"Kolar","","India","13.13671","78.12917",1,"AD_1100",50000
"Kunming","Yunnanfu","China","25.03889","102.71833",1,"AD_1100",40000
"Kush","Kus","Egypt","18.53","31.84",3,"AD_1100",50000
"Lahore","","Pakistan","31.54972","74.34361",1,"AD_1100",50000
"Liaoyang","","China","41.266667","123.183333",1,"AD_1100",40000
"Malaga","","Spain","36.721261","-4.421267",1,"AD_1100",11000
"Mansura","Brahmanabad  ","Pakistan","25.590258","68.776944",3,"AD_1100",50000
"Marrakech","Marrakesh","Morocco","31.63416","-7.99994",1,"AD_1100",150000
"Mecca","","Saudi Arabia","21.42667","39.82611",1,"AD_1100",40000
"Meknes","Takrart, Mequinez, Miknas, MeknËs ","Morocco","33.89352","-5.54727",1,"AD_1100",40000
